name,identifier,parent
Dangari,None,west2860
Kohistanic Shina,None,shin1270
Indo-Aryan Eastern zone,None,indo1321
Oriya-Gauda-Kamrupa,None,indo1323
Gauda-Kamrupa,None,oriy1254
Kamrupa,None,gaud1237
Kamta,None,kamt1240
Western Kamta,None,kamt1242
Eastern Kamrupa,None,kamt1240
Gauda-Banga,None,gaud1237
Southeastern Bengali,None,gaud1238
Unclassified Gauda-Banga,None,gaud1238
Eastern Bengali,None,gaud1238
Macro-Oriya,None,oriy1254
Halbic,None,indo1323
Bihari,None,indo1321
Tharuic,None,biha1245
Unclassified Tharu,None,thar1284
Eastern Tharu,None,thar1284
Dangaura-Khuna-Sonaha,None,east2316
Maithili-Magahi,None,biha1245
Eastern Magahi,None,mait1254
Maithilic,None,mait1254
Western Magadhan,None,biha1245
Sadani,None,west2806
Bhojpuric,None,west2806
Unclassified Bihari,None,biha1245
Kuswaric,None,unun9885
Indo-Aryan Central zone,None,indo1321
Romani,None,indo1322
Anglo-Northwestern Romani,None,roma1329
British Romani,None,roma1330
Northwestern Romani,None,roma1330
Scandinavian Romani,None,nort3197
Subcontinental Central Indo-Aryan,None,indo1322
Khandesic,None,subc1234
Bhil,None,subc1234
Garasia Bhil,None,bhil1254
Pauri-Nahali,None,bhil1254
Vasave-Noiri,None,bhil1254
Rathawi-Palya,None,bhil1254
Gujarati-Rajasthani,None,subc1234
Gujaratic,None,guja1255
Western Gujaratic,None,guja1256
Rajasthani,None,guja1255
Bagri-Jandavra,None,raja1256
Western Rajasthani,None,raja1256
Mewati-Gojri,None,raja1256
Mewari-Gade Lohar,None,raja1256
Eastern Hindi,None,subc1234
Western Hindi,None,subc1234
Unclassified Western Hindi,None,west2812
Ghera-Gurgula,None,unun9883
Hindustani,None,west2812
Bundeli-Bharia,None,west2812
Indo-Aryan Southern zone,None,indo1321
Marathic,None,indo1325
Marathi-Konkani,None,mara1416
Old-Modern Marathi,None,mara1422
Modern Marathi,None,oldm1248
Western Marathi,None,mode1268
Dhivehi-Sinhala,None,indo1321
Sinhalaic,None,sinh1245
Unclassified Indo-Aryan,None,indo1321
Chinali-Lahul Lohar,None,unun9882
Indo-Aryan Northern zone,None,indo1321
Central Pahari,None,indo1310
Eastern Pahari,nep,indo1310
Himachali,None,indo1310
Kangric-Chamealic-Bhattiyali,None,hima1250
Chamealic,None,kang1292
Bhadrawahi-Bhalesi-Curahi,None,cham1331
Kangri-Dogri,dgi,kang1292
Nuclear Himachali,None,hima1250
Iranian,None,indo1320
Saka,None,iran1269
Central Iranian PBS,None,iran1269
Central Iranian PB,None,cent2317
Northwestern Iranian,None,cent2318
Komisenian,None,nort3177
Central Iran Kermanic,None,nort3177
Nuclear Central Iran Kermanic,None,cent2264
Kashanic,None,nucl1790
Yazdi-Kermani-Nayini,None,nucl1790
Caspian,None,nort3177
Gilaki-Rudbari,None,casp1236
Mazanderani-Shahmirzadi,None,casp1236
Laki-Kurdish,None,nort3177
Kurdish,None,laki1246
Adharic,None,nort3177
Zaza,None,tati1243
Gorani,None,tati1243
Shabak-Bajalani,None,gora1267
Tatic,None,tati1243
Central Tatic,None,tati1244
Khalkhalic,None,cent2265
Taromic,None,cent2265
Northern Tatic,None,tati1244
Southern Tatic,None,tati1244
Ramand-Karaj,None,sout3177
Vafsic,None,sout3177
Balochic,None,nort3177
Southern-Western Balochi,None,balo1260
Sogdic-Ossetic,None,cent2317
Ossetic,None,sogd1247
Modern Ossetic,oss,osse1245
Sogdic,None,sogd1247
Sogdian-Yagnobi,None,sogd1248
Yidgha-Munji,None,iran1269
Southwestern Iranian,None,iran1269
Middle-Modern Persian,None,sout3157
Modern Southwestern Iranian,None,midd1352
Luric-Dezfulic,None,mode1259
Luric,None,luri1257
Bakhtiari-Southern Lori,None,luri1252
Farsic-Caucasian Tat,None,mode1259
Farsic,None,fars1254
Eastern Farsic,None,fars1255
Tajikic,None,east2745
Caucasian Tat,None,fars1254
Ormuri-Parachi,None,iran1269
Sanglechi-Ishkashimi,None,iran1269
Pashto,None,iran1269
Nuclear Pashto,None,pash1269
Shughni-Yazgulami,None,iran1269
Shughnic,None,shug1237
Albanian,genus/albanian,clas1257
Albanian-Tosk,None,alba1267
Anatolian,None,indo1319
Unclassified Anatolian,None,anat1257
Luvic,None,anat1257
Lycian-Milyan,None,luvi1234
Luvian,None,luvi1234
Unclassified Luvic,None,luvi1234
Tamaic,None,tree
Tama-Sungor-Miisiirii,None,tama1329
Tama-Sungor,None,tama1330
Dravidian,None,tree
South Dravidian,None,drav1251
South Dravidian II,None,sout3133
Gondi,None,sout3139
Northwest Gondi,None,gond1265
Southeast Gondi,None,gond1265
General Southeast Gondi,None,sout3234
Muria,None,gene1245
South Bastar Gondi-Koya,None,gene1245
Teluguic,None,sout3139
Konda-Kui,None,sout3139
Manda-Kui,None,kond1294
Manda-Pengo,None,mand1411
Kui-Kuvi,None,mand1411
South Dravidian I,None,sout3133
Tamil-Kannada,None,sout3138
Badaga-Kannada,None,tami1291
Kannadoid,None,bada1263
Nuclear Kannaoid,None,kann1259
Tamil-Kota,None,tami1291
Tamil-Toda,None,tami1292
Tamil-Irula,None,tami1293
Tamil-Kodagu,None,tami1294
Tamil-Malayalam,None,tami1297
Malayalamoid,None,tami1298
Ravulic,None,mala1541
Kalanadic,None,mala1541
Tamiloid,None,tami1298
Yerukula-Korava-Kaikadi,None,tami1299
Tamil-Paliyan,None,tami1299
Muthuvan-Mannan,None,tami1299
Malasa-Eravallan,None,tami1299
Unclassified Tamil-Malayalam,None,tami1298
Irula-Muduga,None,tami1294
Muduga-Palu,None,irul1245
Tulu-Koraga,None,sout3138
Tulu-Bellari,None,tulu1261
Koraga,None,tulu1261
North Dravidian,None,drav1251
Kurux-Malto,None,nort2698
Malto,None,kuru1300
Kurux,None,kuru1300
Central Dravidian,None,drav1251
Kolami-Naiki,kol,cent2227
Parji-Ollari-Gadaba,None,cent2227
Ollari-Gadaba,None,parj1243
Unclassified Dravidian,None,drav1251
Koiarian,genus/koiarian,tree
Baraic,None,koia1260
Barai-Namiae,baa,bara1376
Koiaric,None,koia1260
Koita-Koiari,None,koia1261
Biage-Mountain Koiali,None,koia1261
Yokutsan,None,tree
General Yokuts,None,yoku1255
Nim Yokuts,None,gene1243
Western Tasmanian,None,tree
Furan,None,tree
Unattested,None,tree
Chocoan (Unattested),None,unat1236
Arawakan (Unattested),None,unat1236
Dravidian (Unattested),None,unat1236
Arawan (Unattested),None,unat1236
Atlantic-Congo (Unattested),None,unat1236
Tor-Orya (Unattested),None,unat1236
Afro-Asiatic (Unattested),None,unat1236
Nambiquaran (Unattested),None,unat1236
Iwaidjan Proper (Unattested),None,unat1236
Austronesian (Unattested),None,unat1236
Pano-Tacanan (Unattested),None,unat1236
Barbacoan (Unattested),None,unat1236
Umbugarla (Unattested),None,unat1236
Tupian (Unattested),None,unat1236
Worrorran (Unattested),None,unat1236
Indo-European (Unattested),None,unat1236
Mangarrayi-Maran (Unattested),None,unat1236
Cariban (Unattested),None,unat1236
Pama-Nyungan (Unattested),None,unat1236
Afro-Asiatic,None,tree
Chadic,None,afro1255
West Chadic,None,chad1250
West Chadic A,None,west2785
West Chadic A.2-3,None,west2714
West Chadic A.2,None,west2799
Tangalic,None,west2715
Nuclear Tangalic,None,tang1366
Tangale-Kwami-Kupto,None,tang1367
Kwami-Kupto,None,tang1378
Boleic,None,west2715
Nuclear Boleic,None,bole1261
Gera-Geruma-Kubi-Deno,None,nucl1735
Gera-Geruma,None,gera1247
Kubi-Deno,None,gera1247
Galambu-Bele,None,nucl1735
Kirfi-Bele,None,gala1265
Ngamo-Bele,None,kirf1234
Bolanci-Bele,None,ngam1283
Unclassified Boleic,None,bole1261
West Chadic A.3,None,west2799
Kofyar-Mushere-Chip,None,west2717
Pan-Chakato,None,kofy1243
Goemaic,None,west2717
Talic,None,anga1311
West Chadic A.1,None,west2714
West Chadic A.4,None,west2714
Fyer-Tambas,None,west2716
Ronic,None,west2716
Mundat-Karfa,None,roni1235
West Chadic B,None,west2785
West Chadic B.2,None,west2790
Warji-Gala-Kariya,None,west2712
West Chadic B.3,None,west2790
South Bauchi West,None,west2800
Southwest South Bauchi,None,sout3162
Zakse-Saya,None,sout3170
Northwest South Bauchi,None,sout3162
Polcic,None,nort3190
South Bauchi East,None,west2800
Guruntumic,None,sout3161
Tala-Sho-Zangwal,None,guru1272
Boghomic,None,sout3161
Kir-Mangas,None,bogh1240
West Chadic B.1,None,west2790
Ngizim-Southwestern Bade,None,west2710
Shira-Southwestern Bade,None,ngiz1243
Shira,None,shir1274
Biu-Mandara,None,chad1250
North Biu-Mandara,None,bium1280
Lamang-Hdi,None,nort3156
Maroua,giz,nort3156
Musguic,None,nort3156
Musgu-Mbara,None,bium1279
Kotoko-Buduma,None,nort3156
Kotoko Meridional,None,koto1267
Kotoko Septentrional,None,koto1267
Kotoko Septentrional 1,None,koto1265
Kotoko Septentrional 2,None,koto1265
Kotoko Central,None,koto1267
Higic,None,nort3156
Nkafa-Kirya-Bana,None,higi1241
Nkafa-Kirya,None,nkaf1238
Margi-Mandara-Mofu,None,nort3156
Bura-Marghi,None,marg1267
Buraic,None,bura1296
Marghic,None,bura1296
Kilba-South Margi,None,bium1270
Mandaraic,None,marg1267
Dghwedeic,None,mand1472
Gudufic,None,dghw1240
Wandala-Malgwa-Glavda,None,mand1472
Wandala-Malgwa,None,wand1280
Podoko,None,mand1472
Mofuic,None,marg1267
Mofu,None,mofu1249
Tokombere,None,mofu1249
Meri,None,mofu1249
Hurza,None,bium1280
Unclassified Biu-Mandara,None,bium1280
South Biu-Mandara,None,bium1280
Matakam,None,sout3145
Teraic,None,sout3145
Western Tera,None,bium1275
Eastern Tera,None,bium1275
Dabaic,None,sout3145
Buwal-Gavar,None,bium1274
Daba-Mazagway-Kola,None,bium1274
Bataic,None,sout3145
Gudeic,None,bium1271
Gude-Jimi-Zizilivakan,None,gude1247
Fali-Gude,None,gude1248
Nzanyic,None,gude1247
Sharwa-Tsuvan,None,gude1247
East Chadic,genus/eastchadic,chad1250
East Chadic B,None,east2632
East Chadic B.1,None,east2633
Dangla-Mabire-Birgit,None,east2709
Dangla,None,dang1275
Unclassified Dangla,None,dang1276
Birgit-Mogum-Toram,None,dang1275
Mubic,None,east2709
Barainic,None,east2633
East Chadic B.3,None,east2633
Sokoroic,None,east2710
Saba-Sokoro-Tamki,None,soko1265
East Chadic A,None,east2632
East Chadic A.2,None,east2640
East Chadic A.2 2,None,east2645
Gabri-Kimre,None,east2722
East Chadic A.2 1,None,east2645
East Chadic A.3,None,east2640
East Chadic A.1,None,east2640
East Chadic A.1 2,None,east2775
East Chadic A.1 1,None,east2775
Masa,None,chad1250
North Masa,None,masa1323
Marba-Musey-Ham,None,nort3157
Masa-Gizey-Zumaya,None,nort3157
South Masa,None,masa1323
Berber,None,afro1255
Unclassified Berber,None,berb1260
Greater Zenatic,None,berb1260
Libyan-Egyptian Oases Berber,None,grea1296
Zenatic,None,grea1296
Zuara-Sened,None,zena1250
Northern Saharan Oasis Berber,None,zena1250
Ouargli-Oued Righ,None,moza1250
Western Berber,None,berb1260
Tuareg,None,berb1260
Southern Tuareg,None,tuar1240
Kabyle-Atlas Berber,None,berb1260
Atlas Berber,None,kaby1244
Northwestern Moroccan Berber,None,atla1275
Egyptian,None,afro1255
Cushitic,None,afro1255
Agaw,genus/centralcushitic,cush1243
Northern-Eastern-Western Agaw,None,cent2193
Northeastern Agaw,None,nort3158
South Cushitic,None,cush1243
West Rift South Cushitic,None,sout3054
Northern West Rift South Cushitic,None,west2720
Iraqwoid,None,nort3164
East Cushitic,None,cush1243
Unclassified East Cushitic,None,east2699
Highland East Cushitic,None,east2699
Sidaama-Hadiyya-Kambaata,None,high1285
Sidaama-Gedeo,None,sida1247
Hadiyya-Kambaata,None,sida1247
Kambaataic,None,hadi1241
Hadiyyaic,None,hadi1241
Lowland East Cushitic,None,east2699
Southern Lowland East Cushitic,None,lowl1267
Mainstream Lowland East Cushitic,None,sout3055
Oromoid,None,main1283
Konsoid,None,nucl1701
Gidole-Bussa,None,kons1242
Nuclear Oromo,None,nucl1701
Central-Eastern Oromo,None,nucl1736
Central Oromo,None,cent2302
South-East-North Oromo,None,cent2302
Omo-Tana,None,main1283
Western Omo-Tana,None,omot1245
Eastern Omo-Tana,None,omot1245
Karre-Boni,None,east2653
Baiso-Jiiddu,None,east2653
Dabarre-Tunni,None,east2653
Transversal Lowland East Cushitic,None,sout3055
Dullay,None,tran1283
Saho-Afar,None,lowl1267
Semitic,None,afro1255
East Semitic,None,semi1276
West Semitic,None,semi1276
Central Semitic,None,west2786
Northwest Semitic,None,cent2236
Canaanite,None,nort3165
Ugarito-Phoenician,None,cana1267
Phoenician-Punic,None,ugar1239
Hebrewic,None,cana1267
Aramaic,None,nort3165
Imperial-Middle-Modern Aramaic,None,aram1259
Middle-Modern Aramaic,None,impe1236
Eastern Aramaic,None,midd1367
Macro-Mandaic,None,east2680
Central Eastern Aramaic,None,east2680
North-Eastern Neo-Aramaic,None,cent2217
Northwestern Jewish Neo-Aramaic,None,nort3241
Trans-Zab,None,nort3241
Western Trans-Zab,None,tran1290
South-Eastern Trans-Zab,None,tran1290
Bohtan,None,cent2217
Turoyo-Mlahso,None,cent2217
Western Aramaic,None,midd1367
Arabian,None,cent2236
Arabic,None,arab1394
Levantine Arabic,None,arab1395
North African Arabic,None,arab1395
Eqal,None,nort3191
Moroccan-Andalusian Arabic,None,nort3191
Arabian Peninsula Arabic,None,arab1395
Egyptic Arabic,None,arab1395
Egypto-Sudanic Arabic,None,egyp1251
Sudanese-Chadian Arabic,None,egyp1254
Eastern Arabic,None,arab1395
Afghanistan-Uzbekistan Arabic,None,east2729
Qeltu,None,east2729
Sayhadic,None,cent2236
Ethiosemitic,None,west2786
Tigre-Tigrinya,None,ethi1244
Tigre-Dahalik,None,tigr1276
South Ethiopic,None,ethi1244
Outer South Ethiopic,None,sout3078
TT-Group,None,oute1258
Peripheral Western Gurage,None,ttgr1237
N-Group,None,oute1258
Transversal South Ethiopic,None,sout3078
Amharic-Argobba,None,tran1288
Harari-East Gurage,None,tran1288
Silte-Wolane,None,hara1270
Modern South Arabian,None,west2786
Eastern MSA,None,mode1252
Hobyot-Western MSA,None,mode1252
Western MSA,None,hoby1243
Unclassified Semitic,None,semi1276
Eastern Daly,genus/easterndaly,tree
Taulil-Butam,None,tree
South Bougainville,None,tree
Buin,None,sout2948
Nasioi,None,sout2948
Nilotic,genus/nilotic,tree
Southern Nilotic,None,nilo1247
Tatoga-Omotik,None,sout2830
Gemein Datooga,None,tato1241
North-Central Datooga,None,geme1247
Kalenjin,None,sout2830
Elgon-Mau Kalenjin,None,kale1246
Okiek-Akie,None,kale1246
Central Kalenjin,None,kale1246
Plateau Central Kalenjin,None,cent2293
Northern Kalenjin,None,kale1246
Western Nilotic,None,nilo1247
Luo-Burun,None,west2493
Mabaan-Jumjum,None,luob1235
Southern Lwoo,None,luob1235
Adhola-Alur-Luo,None,sout2831
Adhola-Luo,None,adho1241
Lango-Kumam,None,sout2831
Northern Lwoo,None,luob1235
Luwo-Thuri,None,nort2814
Dinka-Nuer,None,west2493
Dinka,None,dink1261
Nuer-Reel,None,dink1261
Eastern Nilotic,None,nilo1247
Barian,None,east2418
Nuclear Barian,None,bari1283
Teso-Lotuxo-Maa,None,east2418
Lotuxo-Maa,None,teso1247
Lotuxo,None,lotu1248
Ongamo-Maa,None,lotu1248
Nuclear Maa,None,onga1238
Teso-Turkana,None,teso1247
Turkanic,None,teso1248
Baining,None,tree
Unclassified Baining,None,bain1263
Yuki-Wappo,None,tree
Jodi-Saliban,None,tree
Saliban,None,jodi1234
Maco-Piaroa,None,sali1297
Inanwatan,None,tree
Mande,None,tree
Western Mande,None,mand1469
Manding-Kpelle,None,west2780
Southwest Mande,None,mand1431
Kpelle,None,sout2842
Mende-Loma,None,sout2842
Mende-Bandi,None,mend1263
Bandi-Zialo,None,mend1264
Mende-Loko,None,mend1264
Loma,None,mend1263
Central Mande,None,mand1431
Manding-Jogo,None,cent2047
Manding-Vai,None,mand1432
Manding-Mokole,None,mand1433
Nuclear Mokole,None,mand1434
Manding,None,mand1434
East Manding,None,mand1435
Manenkan,None,east2425
Maninka-Mori,None,east2425
Koro-Koyaga,None,mani1303
West Manding,None,mand1435
Xasonka,None,west2499
Kita-Kagoro,None,west2499
Vai-Kono,None,mand1433
Jogo-Jeri,None,mand1432
Jeri,None,jogo1241
Jogo,None,jogo1241
Susu-Yalunka,None,cent2047
Northwestern Mande,None,west2780
Soninke-Bozo,None,samo1308
Soninkean,None,soni1257
Bozo,None,soni1257
Nuclear Bozo,None,bozo1252
Ti-Bozo,None,nucl1444
Duun-Bobo,None,samo1308
Bobo,None,duun1243
Duun-Jo,None,duun1243
Duun-Seenku,None,duun1244
Duun,None,samo1309
Eastern Mande,None,mand1469
Bisa-Busa,None,east2697
Samo-Busa,None,bisa1265
Mande Samo,None,samo1302
Busan,None,samo1302
Kyenga-Shanga,None,busa1252
Boko-Busa,None,busa1252
Southeastern Mande,None,east2697
Nwa-Ben,None,sout3140
Ben-Gban,None,nwab1239
Bengic,None,beng1285
Unclassified Nwa-Ben,None,nwab1239
Wan-Mwan,None,nwab1239
Mano-Dan,None,sout3140
Guro-Dan,None,guro1245
Guro-Yaoure,None,guro1246
Dan-Toura,None,guro1246
Toura-Goo,None,dant1235
Huavean,genus/huavean,tree
San Francisco-Santa María Huave,None,huav1256
San Dionisio-San Mateo Huave,None,huav1256
Pahoturi,None,tree
Mayan,None,tree
Huastecan Mayan,None,maya1287
Core Mayan,None,maya1287
Yucatecan,None,core1254
Yucatec-Lacandon,None,yuca1252
Mopan-Itza,None,yuca1252
Western Mayan,None,core1254
Cholan-Tzeltalan,None,west2865
Cholan,None,chol1286
Chol-Chontal,col,chol1287
Chorti-Cholti,None,chol1287
Tzeltalan,tze,chol1286
Kanjobalan-Chujean,None,west2865
Chujean,chj,kanj1261
Kanjobalan,None,kanj1261
Kanjobal-Jacaltec,None,kanj1262
Quichean-Mamean,None,core1254
Greater Quichean,None,quic1274
Core Quichean,None,grea1276
Cakchiquel-Tzutujil,tzu,core1251
Quiche-Achi,aci,core1251
Poqom,pkm,grea1276
Greater Mamean,None,quic1274
Mamean,None,grea1277
Ixilan,ixi,grea1277
Blue Nile Mao,None,tree
West Mao,None,maoo1243
Hozo-Seze,None,west2445
Uralic,family/uralic,tree
Mordvin,None,ural1272
Finnic,genus/finnic,ural1272
Coastal Finnic,None,finn1317
Neva,None,coas1319
Central Finnic,None,neva1234
North Finnic,None,neva1234
Nuclear Finnish,None,nort3282
Ladogan,None,nort3282
East Ladoga,None,lado1234
Saami,None,ural1272
Eastern Saami,None,saam1281
Peninsular Eastern Saami,None,east2324
Mainland Eastern Saami,None,east2324
Western Saami,None,saam1281
Central Western Saami,None,west2390
Southwestern Saami,None,west2390
Khantyic,None,ural1272
East Khanty,None,khan1279
Northern Khanty,None,khan1279
Mansic,None,ural1272
North-Central Mansi,None,mans1269
Samoyedic,genus/samoyedic,ural1272
Enets-Nenets,None,samo1298
Nenets,None,enet1251
Enets,ene,enet1251
Kamas-Selkup,None,samo1298
Permian,None,ural1272
Komi,None,perm1256
Mari,None,ural1272
Uto-Aztecan,None,tree
Southern Uto-Aztecan,None,utoa1244
Corachol-Aztecan,None,sout3136
Corachol,genus/corachol,cora1261
Coran,None,cora1259
Aztec,None,cora1261
Western Nahuatl,None,azte1234
Central Nahuatl,None,west2809
Western Periphery-North Guerrero Nahuatl,None,west2809
North Guerrero Nahuatl,None,west2814
Western Periphery Nahuatl,None,west2814
Durango Nahuatl,None,west2825
Eastern Nahuatl,None,azte1234
Isthmus Nahuatl,None,east2720
Huasteca Nahuatl,nhh,east2720
Tehuacan-Zongolica Nahuatl,None,east2720
Tehuacanic,None,tehu1243
Unclassified Southern Uto-Aztecan,None,sout3136
Opata-Eudeve,None,sout3136
Tepiman,genus/tepiman,sout3136
Piman,None,tepi1240
Tepehuan,None,tepi1240
Southern Tepehuan,None,tepe1281
Cahitan,genus/cahita,sout3136
Tarahumara-Guarijio,None,sout3136
Tarahumaran,genus/tarahumaran,tara1326
Northern Uto-Aztecan,None,utoa1244
Numic,genus/numic,nort2953
Southern Numic,None,numi1242
Central Numic,None,numi1242
Western Numic,None,numi1242
Unclassified Northern Uto-Aztecan,None,nort2953
Californian Uto-Aztecan,None,nort2953
Serran,None,cali1246
Cupan,None,cali1246
Unclassified Cupan,None,cupa1239
Cahuilla-Cupeno,None,cupa1239
Eastern Jebel,genus/easternjebel,tree
Aka-Kelo-Molo,None,east2386
Katla-Tima,None,tree
Katla-Julud,None,katl1246
Araucanian,genus/araucanian,tree
Nakh-Daghestanian,family/nakhdaghestanian,tree
Nakh,genus/nakh,nakh1245
Chechen-Ingush,None,nakh1246
Daghestanian,None,nakh1245
Lezgic,None,dagh1238
Samur,None,lezg1248
Eastern Samur,None,nucl1321
Udi-Aghwan,None,east2790
Tabasaran-Aghul-Lezgi,None,east2790
Aghul-Lezgi,None,east2367
Southern Samur,None,nucl1321
Western Samur,None,nucl1321
Dargwic,None,dagh1238
South Dargwa,None,darg1242
Avar-Andic-Tsezic,genus/avarandictsezic,dagh1238
Tsezic,None,avar1255
East Tsezic,None,tsez1239
West Tsezic,None,tsez1239
Andic,None,avar1255
Botlikh-Godoberi,None,andi1254
Bagvalal-Tindi,None,andi1254
Cariban,None,tree
Opon-Yukpan,None,cari1283
Yukpan,None,yukp1242
Kuikuroan,None,cari1283
Nuclear Kuikuroan,None,kuik1245
Guianan,None,cari1283
Unclassified Guianan,None,guia1242
Taranoan,None,guia1242
Tiriyoan,None,tara1324
Maquiritari-Wayumara,None,guia1242
Wayanaic,None,guia1242
Parukotoan,None,cari1283
Waiwaian,None,paru1239
Venezuelan Cariban,None,cari1283
Pemong-Panare,None,vene1261
Pemongan,None,pemo1246
Kapong,None,pemo1247
Mapoyo-Tamanaku,None,vene1261
Paravilhana-Pauxiana,None,mapo1244
Mapoyo-Yawarana,None,mapo1244
Cumana,None,mapo1244
Yawaperi,None,cari1283
Pekodian,None,cari1283
Xinguan,None,peko1235
Walioic,None,tree
Pai-Sinen-Walio,None,wali1264
Bosavi,genus/bosavi,tree
Bosavi Watershed,None,bosa1245
Kaluli-Sunia,None,bosa1246
Etoro-Bedamini,None,bosa1245
Kwomtari-Nai,None,tree
Lakes Plain,genus/lakesplain,tree
Tariku,None,lake1255
East Tariku,None,tari1255
Eritai-Obokuitai-Biritai,None,east2502
Doutai-Kai-Waritai,None,east2502
West Tariku,None,tari1255
Fayu-Kirikiri,None,west2582
Central Tariku,None,tari1255
Far West Lakes Plain,None,lake1255
Rasawa-Saponi,None,farw1236
East Lakes Plain,None,lake1255
East Strickland,genus/eaststrickland,tree
Kubo-Samo-Bibo,None,east2433
Kamakanan,None,tree
Nuclear Kamakanan,None,kama1371
Chimakuan,None,tree
Kolopom,genus/kolopom,tree
Kimaama-Riantana,None,kolo1268
Mombum-Koneraw,genus/mombum,tree
Shastan,None,tree
Nuclear Trans New Guinea,None,tree
Dani,genus/dani,nucl1709
Ngalik-Nduga,None,dani1287
Yalic,None,ngal1299
Central Dani,None,dani1287
Grand Valley Dani,None,cent2233
Pyramid-Swart Valley,None,cent2233
Paniai Lakes,None,nucl1709
Auye-Dao,None,pani1259
Enga-Kewa-Huli,None,nucl1709
Engan,genus/engan,enga1254
Outer Enga,None,enga1251
Kewa-Huli,None,enga1254
Sau-Angal-Kewa,None,kewa1249
Angal-Kewa,None,anga1291
Kewa,kew,anga1313
Southeast Kewa,None,kewa1250
Angal Mendi,None,anga1313
Chimbu-Wahgi,None,nucl1709
Simbu,None,cent2120
Nuclear Simbu,None,simb1258
Golinic,None,nucl1617
Kuman-Dom-Gunaa,None,nucl1617
Chuave-Nomane,None,simb1258
Jimi,None,cent2120
Kandawo-Narak,None,jimi1245
Wahgic,wah,cent2120
Hagen,None,cent2120
Aua-Gawil,None,hage1248
Melpa-Tembagla,None,hage1248
Asmat-Awyu-Ok,None,nucl1709
Asmat-Kamoro,genus/asmatkamoro,cent2116
Asmat,None,asma1256
Central-Yaosakor Asmat,None,asma1257
Citak Asmat,None,asma1257
Sabakor,None,asma1256
Awyu-Ok,None,cent2116
Ok-Oksapmin,None,awyu1265
Ok,genus/ok,okok1235
Mountain Ok,None,okkk1242
Mianic,None,moun1253
Kwer-Kopkaka-Burumakok,None,okkk1242
Kwer-Burumakok,None,kwer1266
Lowland Ok,None,okkk1242
Tangko-Nakai,None,okkk1242
Greater Awyu,None,awyu1265
Becking-Dawi,None,grea1275
Tsakwambo-Komyandaret,None,beck1235
Awyu-Dumut,None,grea1275
Ndeiram,kmb,awyu1263
Dumut,None,awyu1263
Ketum-Wambon,None,dumu1247
Mandobo,None,dumu1247
Awyu,None,awyu1263
Mappi-Digul Awyu,None,awyu1264
Unclassified Awyu-Dumut,None,awyu1263
Madang,None,nucl1709
Rai Coast,None,mada1298
Nuru,None,raic1241
Kabenau,None,raic1241
Peka,None,raic1241
Urigina-Danaru,None,peka1243
Mindjim,None,raic1241
Yaganon,None,raic1241
Unclassified Rai Coast,None,raic1241
Evapia,None,raic1241
Kesawai-Sausi,None,evap1240
Unclassified Madang,None,mada1298
Kowan,None,unun9971
Croisilles,None,mada1298
Dimir-Malas,None,croi1234
Kumilan,None,croi1234
Numugenan,None,croi1234
Yaben-Bilakura,None,numu1240
Yarawata-Parawen-Ukuriguma,None,numu1240
Mabuso,None,croi1234
Gum,None,mabu1247
Panim-Isebe-Bau,None,gumm1240
Kokon,None,mabu1247
Hanseman,None,mabu1247
Rempic,None,hans1243
Wamas-Samosa-Murupi-Mosimo,None,hans1243
Garuh-Foran,None,hans1243
Silopic,None,hans1243
Silopi-Utu,None,silo1242
Unclassified Hanseman,None,hans1243
Mugil-Kaukombaran,None,croi1234
Kaukombaran,None,mugi1234
Tibor-Omosa,None,croi1234
Omosan,None,tibo1242
Tiboran,None,tibo1242
Kalamic-South Adelbert,None,mada1298
Kalam-Kobon,None,kala1403
Etp-Ti Kalam,None,kala1404
South Adelbert,None,kala1403
Sogeram,None,sout3148
East Sogeram,None,soge1235
Aisian,None,east2767
Apalic,None,soge1235
Greater West Sogeram,None,apal1258
West Sogeram,None,grea1297
Unclassified Sogeram,None,soge1235
North Sogeram,None,soge1235
Osum-Wadaginam-Pomoikan,None,sout3148
Pomoikan,None,osum1243
Anamuxric,None,pomo1272
Mek,genus/mek,nucl1709
Eastern Mek,None,mekk1240
Western Mek,None,mekk1240
Kainantu-Goroka,None,nucl1709
Kainantu,None,kain1273
Tairora,None,kain1274
Unclassified Kainantu,None,kain1274
Gauwa,None,kain1274
Auyana,None,gauw1235
Gadsup-Agarabi,None,gauw1235
Awa-Oweina,None,gauw1235
Unclassified Kainantu-Goroka,None,kain1273
Goroka,None,kain1273
Unclassified Goroka,None,goro1272
Nuclear Goroka,None,goro1272
Siane-Yagaria,None,nucl1760
Kamano-Yagaria,None,nucl1756
Unclassified Kamano-Yagaria,None,kama1374
Gahuku,None,nucl1760
Fore-Gimi,None,nucl1760
Finisterre-Huon,None,nucl1709
Huon,None,fini1244
Eastern Huon,None,huon1246
Kalasa,None,east2705
Trans Vitiaz,None,east2705
Huon Tip,None,tran1296
Sopac,None,huon1247
Kate-Mape,None,huon1247
Western Huon,None,huon1246
Rawlinson,None,west2795
Pindiu,None,rawl1234
Kosorong-Burum-Mindik,None,pind1245
Sankwep,None,rawl1234
Cromwell,None,west2795
Dallman,None,crom1234
Kinalakna-Kumukio,None,dall1240
Kabwum,None,crom1234
Selepet-Komba,None,timb1264
Finisterre-Saruwaged,None,fini1244
Yupna,None,fini1245
